"1000","1000","*","default","2018-11-14 00:51:39","","2018-11-14 00:51:39","0","0","NORMAL_CLEARING","6422b754-e764-11e8-a1a7-6395faed9190","","1000","",""
"321","321","00442080898048","public","2018-11-14 06:50:59","","2018-11-14 06:50:59","0","0","NORMAL_CLEARING","970acaf8-e796-11e8-8a1d-6395faed9190","","","",""
"321","321","000442080898048","public","2018-11-14 06:54:58","","2018-11-14 06:54:58","0","0","NORMAL_CLEARING","250ddba6-e797-11e8-8a29-6395faed9190","","","",""
"321","321","1790900442080898048","public","2018-11-14 06:58:59","","2018-11-14 06:58:59","0","0","NORMAL_CLEARING","b4ae49ee-e797-11e8-8a45-6395faed9190","","","",""
"321","321","1795100442080898048","public","2018-11-14 07:02:55","","2018-11-14 07:02:55","0","0","NORMAL_CLEARING","4192d960-e798-11e8-8a60-6395faed9190","","","",""
"321","321","91790900442080898048","public","2018-11-14 07:06:45","","2018-11-14 07:06:45","0","0","NORMAL_CLEARING","caba8512-e798-11e8-8a7b-6395faed9190","","","",""
"321","321","1019300442080898048","public","2018-11-14 07:10:39","","2018-11-14 07:10:39","0","0","NORMAL_CLEARING","5614d48c-e799-11e8-8a9b-6395faed9190","","","",""
"321","321","91795100442080898048","public","2018-11-14 07:14:36","","2018-11-14 07:14:36","0","0","NORMAL_CLEARING","e34ac76c-e799-11e8-8ac1-6395faed9190","","","",""
"321","321","91019300442080898048","public","2018-11-14 07:18:35","","2018-11-14 07:18:35","0","0","NORMAL_CLEARING","71f1bf3e-e79a-11e8-8ae2-6395faed9190","","","",""
"321","321","1180800442080898048","public","2018-11-14 07:22:35","","2018-11-14 07:22:35","0","0","NORMAL_CLEARING","0123a28a-e79b-11e8-8afd-6395faed9190","","","",""
"321","321","91180800442080898048","public","2018-11-14 07:26:37","","2018-11-14 07:26:37","0","0","NORMAL_CLEARING","910e1f88-e79b-11e8-8b1f-6395faed9190","","","",""
"321","321","01790900442080898048","public","2018-11-14 07:30:34","","2018-11-14 07:30:34","0","0","NORMAL_CLEARING","1e9e48be-e79c-11e8-8b46-6395faed9190","","","",""
"321","321","01795100442080898048","public","2018-11-14 07:34:40","","2018-11-14 07:34:40","0","0","NORMAL_CLEARING","b0c14e4e-e79c-11e8-8b65-6395faed9190","","","",""
"321","321","01019300442080898048","public","2018-11-14 07:38:26","","2018-11-14 07:38:26","0","0","NORMAL_CLEARING","379de292-e79d-11e8-8b78-6395faed9190","","","",""
"321","321","991790900442080898048","public","2018-11-14 07:42:44","","2018-11-14 07:42:44","0","0","NORMAL_CLEARING","d13b3422-e79d-11e8-8b91-6395faed9190","","","",""
"321","321","991795100442080898048","public","2018-11-14 07:47:06","","2018-11-14 07:47:06","0","0","NORMAL_CLEARING","6d872c64-e79e-11e8-8b9d-6395faed9190","","","",""
"321","321","991180800442080898048","public","2018-11-14 07:51:31","","2018-11-14 07:51:31","0","0","NORMAL_CLEARING","0b55b51e-e79f-11e8-8ba8-6395faed9190","","","",""
"321","321","991019300442080898048","public","2018-11-14 07:55:53","","2018-11-14 07:55:53","0","0","NORMAL_CLEARING","a7deca42-e79f-11e8-8bb2-6395faed9190","","","",""
"321","321","900442080898048","public","2018-11-14 08:00:13","","2018-11-14 08:00:13","0","0","NORMAL_CLEARING","42dd0ae0-e7a0-11e8-8bbe-6395faed9190","","","",""
"321","321","9000442080898048","public","2018-11-14 08:04:25","","2018-11-14 08:04:25","0","0","NORMAL_CLEARING","d8d6e890-e7a0-11e8-8bcb-6395faed9190","","","",""
"321","321","02100442080898048","public","2018-11-14 08:09:09","","2018-11-14 08:09:09","0","0","NORMAL_CLEARING","821a6c1a-e7a1-11e8-8bd7-6395faed9190","","","",""
"321","321","008600442080898048","public","2018-11-14 08:13:06","","2018-11-14 08:13:06","0","0","NORMAL_CLEARING","0fa3bee2-e7a2-11e8-8be3-6395faed9190","","","",""
"321","321","9008600442080898048","public","2018-11-14 08:16:33","","2018-11-14 08:16:33","0","0","NORMAL_CLEARING","8ad97d22-e7a2-11e8-8bee-6395faed9190","","","",""
"321","321","08600442080898048","public","2018-11-14 08:19:13","","2018-11-14 08:19:13","0","0","NORMAL_CLEARING","ea3a0cd2-e7a2-11e8-8bf6-6395faed9190","","","",""
"321","321","8600442080898048","public","2018-11-14 08:21:48","","2018-11-14 08:21:48","0","0","NORMAL_CLEARING","46553f50-e7a3-11e8-8c02-6395faed9190","","","",""
"admin1001","admin1001","00442080898048","public","2018-11-14 09:04:10","","2018-11-14 09:04:10","0","0","NORMAL_CLEARING","317f36a2-e7a9-11e8-8c6d-6395faed9190","","","",""
"admin1001","admin1001","000442080898048","public","2018-11-14 09:07:58","","2018-11-14 09:07:58","0","0","NORMAL_CLEARING","b9f010a6-e7a9-11e8-8c80-6395faed9190","","","",""
"admin1001","admin1001","1790900442080898048","public","2018-11-14 09:11:51","","2018-11-14 09:11:51","0","0","NORMAL_CLEARING","447e4f3a-e7aa-11e8-8c8f-6395faed9190","","","",""
"admin1001","admin1001","1795100442080898048","public","2018-11-14 09:15:48","","2018-11-14 09:15:48","0","0","NORMAL_CLEARING","d1cc2916-e7aa-11e8-8ca0-6395faed9190","","","",""
"admin1001","admin1001","91790900442080898048","public","2018-11-14 09:19:44","","2018-11-14 09:19:44","0","0","NORMAL_CLEARING","5e7ac944-e7ab-11e8-8cb0-6395faed9190","","","",""
"admin1001","admin1001","1019300442080898048","public","2018-11-14 09:23:37","","2018-11-14 09:23:37","0","0","NORMAL_CLEARING","e9950760-e7ab-11e8-8cc0-6395faed9190","","","",""
"admin1001","admin1001","91795100442080898048","public","2018-11-14 09:27:25","","2018-11-14 09:27:25","0","0","NORMAL_CLEARING","712b4b58-e7ac-11e8-8ccf-6395faed9190","","","",""
"admin1001","admin1001","91019300442080898048","public","2018-11-14 09:31:10","","2018-11-14 09:31:10","0","0","NORMAL_CLEARING","f7225fa8-e7ac-11e8-8ce0-6395faed9190","","","",""
"admin1001","admin1001","1180800442080898048","public","2018-11-14 09:34:49","","2018-11-14 09:34:49","0","0","NORMAL_CLEARING","799f0c06-e7ad-11e8-8cf1-6395faed9190","","","",""
"admin1001","admin1001","91180800442080898048","public","2018-11-14 09:38:20","","2018-11-14 09:38:20","0","0","NORMAL_CLEARING","f7f1da84-e7ad-11e8-8d00-6395faed9190","","","",""
"admin1001","admin1001","01790900442080898048","public","2018-11-14 09:42:11","","2018-11-14 09:42:11","0","0","NORMAL_CLEARING","812a18b6-e7ae-11e8-8d12-6395faed9190","","","",""
"admin1001","admin1001","01795100442080898048","public","2018-11-14 09:46:44","","2018-11-14 09:46:44","0","0","NORMAL_CLEARING","24450934-e7af-11e8-8d24-6395faed9190","","","",""
"admin1001","admin1001","01019300442080898048","public","2018-11-14 09:50:57","","2018-11-14 09:50:57","0","0","NORMAL_CLEARING","babe17b6-e7af-11e8-8d33-6395faed9190","","","",""
"admin1001","admin1001","991790900442080898048","public","2018-11-14 09:54:30","","2018-11-14 09:54:30","0","0","NORMAL_CLEARING","39c82a74-e7b0-11e8-8d41-6395faed9190","","","",""
"admin1001","admin1001","991795100442080898048","public","2018-11-14 09:58:40","","2018-11-14 09:58:40","0","0","NORMAL_CLEARING","ceea8714-e7b0-11e8-8d55-6395faed9190","","","",""
"admin1001","admin1001","991180800442080898048","public","2018-11-14 10:02:41","","2018-11-14 10:02:41","0","0","NORMAL_CLEARING","5e7de5c4-e7b1-11e8-8d6f-6395faed9190","","","",""
"admin1001","admin1001","991019300442080898048","public","2018-11-14 10:06:45","","2018-11-14 10:06:45","0","0","NORMAL_CLEARING","efb13e10-e7b1-11e8-8d87-6395faed9190","","","",""
"admin1001","admin1001","900442080898048","public","2018-11-14 10:11:00","","2018-11-14 10:11:00","0","0","NORMAL_CLEARING","87f9e712-e7b2-11e8-8d9a-6395faed9190","","","",""
"admin1001","admin1001","9000442080898048","public","2018-11-14 10:15:12","","2018-11-14 10:15:12","0","0","NORMAL_CLEARING","1e02e952-e7b3-11e8-8db8-6395faed9190","","","",""
"admin1001","admin1001","02100442080898048","public","2018-11-14 10:19:16","","2018-11-14 10:19:16","0","0","NORMAL_CLEARING","afc48454-e7b3-11e8-8dcc-6395faed9190","","","",""
"admin1001","admin1001","008600442080898048","public","2018-11-14 10:23:12","","2018-11-14 10:23:12","0","0","NORMAL_CLEARING","3c3572ea-e7b4-11e8-8ddd-6395faed9190","","","",""
"admin1001","admin1001","9008600442080898048","public","2018-11-14 10:26:51","","2018-11-14 10:26:51","0","0","NORMAL_CLEARING","bee1f9b6-e7b4-11e8-8ded-6395faed9190","","","",""
"admin1001","admin1001","08600442080898048","public","2018-11-14 10:30:16","","2018-11-14 10:30:16","0","0","NORMAL_CLEARING","38dec514-e7b5-11e8-8e19-6395faed9190","","","",""
"admin1001","admin1001","8600442080898048","public","2018-11-14 10:33:16","","2018-11-14 10:33:16","0","0","NORMAL_CLEARING","a41265c0-e7b5-11e8-8e26-6395faed9190","","","",""
"Ugoli","1000","1001","default","2018-11-14 11:42:52","2018-11-14 11:43:00","2018-11-14 11:43:05","13","5","NORMAL_CLEARING","5d6d964e-e7bf-11e8-b4e6-295e29e2aa9a","5d7e4c78-e7bf-11e8-b509-295e29e2aa9a","1000","opus","opus"
"Extension 1000","1000","voicemail","default","2018-11-14 11:48:06","","2018-11-14 11:48:21","15","0","ORIGINATOR_CANCEL","188900a8-e7c0-11e8-b553-295e29e2aa9a","","","PCMU","PCMU"
"1000","1000","1001","default","2018-11-14 11:48:05","2018-11-14 11:48:05","2018-11-14 11:48:21","16","16","NORMAL_CLEARING","17df6b6a-e7c0-11e8-b524-295e29e2aa9a","1888e91a-e7c0-11e8-b54f-295e29e2aa9a","1000","PCMU","PCMU"
"Extension 1000","1000","voicemail","default","2018-11-14 11:48:35","","2018-11-14 11:48:40","5","0","ORIGINATOR_CANCEL","29b077b2-e7c0-11e8-b58a-295e29e2aa9a","","","PCMU","PCMU"
"1000","1000","1001","default","2018-11-14 11:48:34","2018-11-14 11:48:34","2018-11-14 11:48:40","6","6","NORMAL_CLEARING","2909f072-e7c0-11e8-b55b-295e29e2aa9a","29b0601a-e7c0-11e8-b586-295e29e2aa9a","1000","PCMU","PCMU"
"Ugoli","1001","1000","default","2018-11-14 11:48:50","","2018-11-14 11:48:50","0","0","ORIGINATOR_CANCEL","32962e9e-e7c0-11e8-b592-295e29e2aa9a","","1001","opus","opus"
"Ugoli","1001","1000","default","2018-11-14 11:49:08","","2018-11-14 11:49:09","1","0","ORIGINATOR_CANCEL","3d8b0360-e7c0-11e8-b5bc-295e29e2aa9a","","1001","opus","opus"
"1000","1000","9664","default","2018-11-14 11:51:29","2018-11-14 11:51:29","2018-11-14 11:51:36","7","7","NORMAL_CLEARING","9172b27a-e7c0-11e8-b605-295e29e2aa9a","","1000","PCMU","PCMU"
"Ugoli","1001","9664","default","2018-11-14 11:51:02","2018-11-14 11:51:02","2018-11-14 11:51:44","42","42","NORMAL_CLEARING","81293c2c-e7c0-11e8-b5ef-295e29e2aa9a","","1001","opus","opus"
"1000","1000","9664","default","2018-11-14 11:55:23","2018-11-14 11:55:23","2018-11-14 11:55:31","8","8","NORMAL_CLEARING","1d271658-e7c1-11e8-b640-295e29e2aa9a","","1000","PCMU","PCMU"
"Extension 1002","1002","voicemail","default","2018-11-14 12:02:35","","2018-11-14 12:02:43","8","0","ORIGINATOR_CANCEL","1e35b242-e7c2-11e8-b6a1-295e29e2aa9a","","","G722","G722"
"1002","1002","1001","default","2018-11-14 12:02:34","2018-11-14 12:02:34","2018-11-14 12:02:43","9","9","NORMAL_CLEARING","1d551e94-e7c2-11e8-b672-295e29e2aa9a","1e359a96-e7c2-11e8-b69d-295e29e2aa9a","1002","G722","G722"
"Extension 1002","1002","voicemail","default","2018-11-14 12:03:43","","2018-11-14 12:03:51","8","0","ORIGINATOR_CANCEL","46ae12b4-e7c2-11e8-b6de-295e29e2aa9a","","","G722","G722"
"1002","1002","1000","default","2018-11-14 12:03:12","2018-11-14 12:03:42","2018-11-14 12:03:51","39","9","NORMAL_CLEARING","342318e2-e7c2-11e8-b6a9-295e29e2aa9a","46adfcde-e7c2-11e8-b6da-295e29e2aa9a","1002","G722","G722"
"1002","1002","1000","default","2018-11-14 12:06:42","","2018-11-14 12:06:42","0","0","ORIGINATOR_CANCEL","b140dc60-e7c2-11e8-b6ea-295e29e2aa9a","","1002","G722","G722"
"1000","1000","5000","default","2018-11-14 18:20:17","2018-11-14 18:20:17","2018-11-14 18:20:26","9","9","NORMAL_CLEARING","e1d5863a-e7f6-11e8-b472-c3f73d5b23dd","","1000","PCMU","PCMU"
"1008","1008","001011441902214117","public","2018-11-14 18:24:46","","2018-11-14 18:24:46","0","0","NORMAL_CLEARING","8283ad82-e7f7-11e8-b481-c3f73d5b23dd","","","",""
"1008","1008","001010441902214117","public","2018-11-14 18:29:41","","2018-11-14 18:29:41","0","0","NORMAL_CLEARING","320004a4-e7f8-11e8-b487-c3f73d5b23dd","","","",""
"1008","1008","001001441902214117","public","2018-11-14 18:34:28","","2018-11-14 18:34:28","0","0","NORMAL_CLEARING","dd60f89e-e7f8-11e8-b48b-c3f73d5b23dd","","","",""
"1008","1008","00100000441902214117","public","2018-11-15 19:48:42","","2018-11-15 19:48:42","0","0","NORMAL_CLEARING","665d4ff2-e8cc-11e8-8fe9-6fb54d147b99","","","",""
"1008","1008","0010060441902214117","public","2018-11-15 20:14:26","","2018-11-15 20:14:26","0","0","NORMAL_CLEARING","ff0f2682-e8cf-11e8-9545-6fb54d147b99","","","",""
"1001","1001","5000","default","2018-11-15 20:20:36","2018-11-15 20:20:36","2018-11-15 20:21:23","47","47","NORMAL_CLEARING","db0b33e2-e8d0-11e8-96aa-6fb54d147b99","","1001","opus","opus"
"1008","1008","001006441902214117","public","2018-11-15 20:40:46","","2018-11-15 20:40:46","0","0","NORMAL_CLEARING","ac5495fe-e8d3-11e8-99c5-6fb54d147b99","","","",""
"1008","1008","001012441902214117","public","2018-11-15 21:07:14","","2018-11-15 21:07:14","0","0","NORMAL_CLEARING","5ededcfe-e8d7-11e8-99cd-6fb54d147b99","","","",""
"1008","1008","001011441902214117","public","2018-11-15 21:32:58","","2018-11-15 21:32:58","0","0","NORMAL_CLEARING","f73c4a24-e8da-11e8-99d1-6fb54d147b99","","","",""
"1008","1008","001010441902214117","public","2018-11-15 21:58:40","","2018-11-15 21:58:40","0","0","NORMAL_CLEARING","8e994ca2-e8de-11e8-9c57-6fb54d147b99","","","",""
"1008","1008","001001441902214117","public","2018-11-15 22:26:08","","2018-11-15 22:26:08","0","0","NORMAL_CLEARING","64b6a16a-e8e2-11e8-a09b-6fb54d147b99","","","",""
"1008","1008","00100120441902214117","public","2018-11-15 22:52:21","","2018-11-15 22:52:21","0","0","NORMAL_CLEARING","0e5c167a-e8e6-11e8-a445-6fb54d147b99","","","",""
"1008","1008","0010010441902214117","public","2018-11-15 23:18:37","","2018-11-15 23:18:37","0","0","NORMAL_CLEARING","b97e081c-e8e9-11e8-a844-6fb54d147b99","","","",""
"","","","","","","","","","SYSTEM_SHUTDOWN","07c12e3e-e8ed-11e8-abcc-6fb54d147b99","","","",""
"","","","","","","","","","SYSTEM_SHUTDOWN","051b0740-e8ed-11e8-abc8-6fb54d147b99","","","",""
"1008","1008","100600441902214117","public","2018-11-15 23:43:58","","2018-11-15 23:43:58","0","0","NORMAL_CLEARING","448d0a7c-e8ed-11e8-9345-4b5d0e023511","","","",""
"1000","1000","5000","default","2018-11-16 00:39:39","2018-11-16 00:39:39","2018-11-16 00:41:40","121","121","NORMAL_CLEARING","0b7c2ec2-e8f5-11e8-8785-15014994e776","","1000","PCMU","PCMU"
"1008","1008","100000441902214117","public","2018-11-16 01:02:04","","2018-11-16 01:02:04","0","0","NORMAL_CLEARING","2d79ec0a-e8f8-11e8-8d32-3b02c4ec9dd6","","","",""
"1000","1000","5000","default","2018-11-16 01:19:58","","2018-11-16 01:19:58","0","0","SUBSCRIBER_ABSENT","adb67044-e8fa-11e8-a581-59134da86c22","","1000","",""
"1000","1000","1001","default","2018-11-16 01:20:26","","2018-11-16 01:20:26","0","0","USER_NOT_REGISTERED","be6a6620-e8fa-11e8-a58c-59134da86c22","","1000","",""
"1000","1000","1001","default","2018-11-16 01:22:40","2018-11-16 01:22:47","2018-11-16 01:22:57","17","10","NORMAL_CLEARING","0dcb98b0-e8fb-11e8-a59b-59134da86c22","0dd8e4a2-e8fb-11e8-a5a9-59134da86c22","1000","PCMU","PCMU"
"1000","1000","1001","default","2018-11-16 01:28:49","2018-11-16 01:28:55","2018-11-16 01:29:29","40","34","NORMAL_CLEARING","e9feb420-e8fb-11e8-a5b1-59134da86c22","ea05d3fe-e8fb-11e8-a5bf-59134da86c22","1000","PCMU","PCMU"
"1008","1008","101200441902214117","public","2018-11-16 01:29:48","","2018-11-16 01:29:48","0","0","NORMAL_CLEARING","0d3b6154-e8fc-11e8-a5c7-59134da86c22","","","",""
"1000","1000","5000","default","2018-11-16 01:38:39","","2018-11-16 01:38:39","0","0","SUBSCRIBER_ABSENT","49aa52ac-e8fd-11e8-922a-3913d0149d2e","","1000","",""
"1000","1000","5000","default","2018-11-16 01:38:42","","2018-11-16 01:38:42","0","0","SUBSCRIBER_ABSENT","4b4c222a-e8fd-11e8-9235-3913d0149d2e","","1000","",""
"1000","1000","5000","default","2018-11-16 01:38:45","","2018-11-16 01:38:45","0","0","SUBSCRIBER_ABSENT","4d1bda78-e8fd-11e8-9240-3913d0149d2e","","1000","",""
"1000","1000","1001","default","2018-11-16 01:38:21","2018-11-16 01:38:26","2018-11-16 01:40:44","143","138","NORMAL_CLEARING","3edca6c2-e8fd-11e8-9214-3913d0149d2e","3ee3ec52-e8fd-11e8-9222-3913d0149d2e","1000","PCMU","PCMU"
"Extension 1000","1000","voicemail","default","2018-11-16 12:04:42","","2018-11-16 12:04:43","1","0","NORMAL_CLEARING","bedd42bc-e954-11e8-8bb8-672a8d81f479","","","PCMU","PCMU"
"1000","1000","5000","default","2018-11-16 12:04:41","2018-11-16 12:04:41","2018-11-16 12:04:43","2","2","NORMAL_CLEARING","be32edb2-e954-11e8-8b8e-672a8d81f479","bedd29e4-e954-11e8-8bb4-672a8d81f479","1000","PCMU","PCMU"
"Extension 1000","1000","voicemail","default","2018-11-16 12:26:59","","2018-11-16 12:27:00","1","0","NORMAL_CLEARING","dc15381e-e957-11e8-8bea-672a8d81f479","","","PCMU","PCMU"
"1000","1000","5000","default","2018-11-16 12:26:58","2018-11-16 12:26:58","2018-11-16 12:27:00","2","2","NORMAL_CLEARING","db64acc4-e957-11e8-8bc0-672a8d81f479","dc1520a4-e957-11e8-8be6-672a8d81f479","1000","PCMU","PCMU"
"Extension 1000","1000","voicemail","default","2018-11-16 12:27:10","","2018-11-16 12:27:10","0","0","NORMAL_CLEARING","e23884e4-e957-11e8-8c19-672a8d81f479","","","PCMU","PCMU"
"1000","1000","9664","default","2018-11-16 12:27:09","2018-11-16 12:27:09","2018-11-16 12:27:10","1","1","NORMAL_CLEARING","e18e7828-e957-11e8-8bef-672a8d81f479","e2386e28-e957-11e8-8c15-672a8d81f479","1000","PCMU","PCMU"
"Extension 1000","1000","voicemail","default","2018-11-16 12:32:00","","2018-11-16 12:32:01","1","0","NORMAL_CLEARING","8f64d082-e958-11e8-8c48-672a8d81f479","","","PCMU","PCMU"
"1000","1000","9664","default","2018-11-16 12:31:59","2018-11-16 12:31:59","2018-11-16 12:32:01","2","2","NORMAL_CLEARING","8eb9e190-e958-11e8-8c1e-672a8d81f479","8f64b85e-e958-11e8-8c44-672a8d81f479","1000","PCMU","PCMU"
"1000","1000","9664","default","2018-11-16 12:37:29","2018-11-16 12:37:30","2018-11-16 12:37:43","14","13","NORMAL_CLEARING","539cbab4-e959-11e8-8c4d-672a8d81f479","","1000","PCMU","PCMU"
"1000","1000","5000","default","2018-11-16 12:37:54","2018-11-16 12:37:54","2018-11-16 12:38:00","6","6","NORMAL_CLEARING","62696b6e-e959-11e8-8c60-672a8d81f479","","1000","PCMU","PCMU"
"1000","1000","9182","default","2018-11-16 16:17:17","","2018-11-16 16:17:33","16","0","ORIGINATOR_CANCEL","08451272-e978-11e8-8c73-672a8d81f479","","1000","PCMU","PCMU"
"Extension 1000","1000","wait","default","2018-11-16 16:17:17","","2018-11-16 16:17:33","16","0","ORIGINATOR_CANCEL","08535346-e978-11e8-8c88-672a8d81f479","","","PCMU","PCMU"
"1000","1000","4000","default","2018-11-16 16:17:39","2018-11-16 16:17:39","2018-11-16 16:17:50","11","11","NORMAL_CLEARING","14f8a740-e978-11e8-8c91-672a8d81f479","","1000","PCMU","PCMU"
"1000","1000","9179","default","2018-11-16 16:18:05","2018-11-16 16:18:05","2018-11-16 16:18:05","0","0","NORMAL_CLEARING","24aca380-e978-11e8-8ca0-672a8d81f479","","1000","PCMU","PCMU"
