"1001","1001","9664","default","2018-11-13 18:18:01","2018-11-13 18:18:11","2018-11-13 18:18:41","40","30","NORMAL_CLEARING","66a143ec-e72d-11e8-9f0a-6395faed9190","","1001","opus","opus"
"1001","1001","1000","default","2018-11-13 18:18:48","","2018-11-13 18:19:21","33","0","ORIGINATOR_CANCEL","829c80a2-e72d-11e8-9f1e-6395faed9190","","1001","",""
"Ugoli","1001","1000","default","2018-11-14 11:48:50","","2018-11-14 11:48:50","0","0","ORIGINATOR_CANCEL","32962e9e-e7c0-11e8-b592-295e29e2aa9a","","1001","opus","opus"
"Ugoli","1001","1000","default","2018-11-14 11:49:08","","2018-11-14 11:49:09","1","0","ORIGINATOR_CANCEL","3d8b0360-e7c0-11e8-b5bc-295e29e2aa9a","","1001","opus","opus"
"Ugoli","1001","9664","default","2018-11-14 11:51:02","2018-11-14 11:51:02","2018-11-14 11:51:44","42","42","NORMAL_CLEARING","81293c2c-e7c0-11e8-b5ef-295e29e2aa9a","","1001","opus","opus"
"1001","1001","5000","default","2018-11-15 20:20:36","2018-11-15 20:20:36","2018-11-15 20:21:23","47","47","NORMAL_CLEARING","db0b33e2-e8d0-11e8-96aa-6fb54d147b99","","1001","opus","opus"
"test","1001","1000","default","2018-11-16 19:22:07","2018-11-16 19:22:32","2018-11-16 19:23:36","89","64","NORMAL_CLEARING","da31b060-e991-11e8-8efe-672a8d81f479","da3c98fe-e991-11e8-8f20-672a8d81f479","1001","PCMU","PCMU"
"test","1001","1001","default","2018-11-16 19:23:47","","2018-11-16 19:24:08","21","0","ORIGINATOR_CANCEL","15c2e39c-e992-11e8-8f28-672a8d81f479","","1001","",""
"test","1001","1000","default","2018-11-16 19:26:26","2018-11-16 19:26:34","2018-11-16 19:26:53","27","19","NORMAL_CLEARING","74b825e2-e992-11e8-8ff6-672a8d81f479","74bff0ce-e992-11e8-9018-672a8d81f479","1001","PCMU","PCMU"
"test","1001","1000","default","2018-11-16 19:27:00","2018-11-16 19:27:07","2018-11-16 19:27:08","8","1","NORMAL_CLEARING","88b2e7bc-e992-11e8-9021-672a8d81f479","8d70c788-e992-11e8-904d-672a8d81f479","1001","PCMU","PCMU"
"test","1001","1000","default","2018-11-16 19:27:42","2018-11-16 19:27:57","2018-11-16 19:28:36","54","39","NORMAL_CLEARING","a190634a-e992-11e8-9058-672a8d81f479","a1982e5e-e992-11e8-907a-672a8d81f479","1001","PCMU","PCMU"
"test","1001","5000","default","2018-11-16 19:29:10","2018-11-16 19:29:10","2018-11-16 19:29:25","15","15","NORMAL_CLEARING","d6292920-e992-11e8-9082-672a8d81f479","","1001","PCMU","PCMU"
"test","1001","5000","default","2018-11-16 19:30:06","2018-11-16 19:30:06","2018-11-16 19:30:16","10","10","NORMAL_CLEARING","f76353ae-e992-11e8-9090-672a8d81f479","","1001","G722","G722"
